name,within,within1,lat,long
Callahaniska,Gleann Beithe,Caragh,52.0583231447,-9.8698163494
Glenbeg,Kilcatherine,Kilcatherine,51.7146346205,-9.8609473615
Aillemore,Kilgeever,Aillemore,53.7005617169,-9.8748002418
Canknoogeda,Knockane,Cloon,51.9556012175,-9.8688026795
Inishbarna,Ballynakill,Cushkillary,53.6284929143,-9.877206109
Dooreel (part of),Kilcommon,Ballycroy South,54.0122606486,-9.8732669493
Inishaghoo,Kilcommon,Ballycroy South,54.0055277316,-9.8813963751
Commons,Kilgobban,Kilgobban,52.2141171539,-9.8692169131
Glandahalin West,Ballyheige,Kerryhead,52.4230096991,-9.8764904308
Cosha South,Gleann Beithe,Lickeen,52.0003690297,-9.8757126713
Askillaun,Kilgeever,Emlagh,53.7582360423,-9.8524736332
Derreenaclaurig,Kilcrohane,Sneem,51.8418151727,-9.8675092746
Gortatlea,Ballymacelligott,Arabela,52.2267163709,-9.582210341
Killelton,Kilgobban,Knockglass,52.2250848388,-9.86624661
Gortnagan More,Knockane,Curraghbeg,52.0354997214,-9.8759166859
Derryquin,Kilcrohane,Sneem,51.8219468056,-9.8641497096
Lemnaheltia,Ballynakill,Rinvyle,53.568236216,-9.8603992559
Aughills,Baile na BhÃ³thair,Lack,52.1685283387,-9.8715298913
Ballymacthomas,Ballyseedy,Ballyseedy,52.2514359519,-9.6229584974
Toombeola,Moyrus,Derrycunlagh,53.4306243523,-9.8701958513
Rose,Kilballyowen,Kilballyowen,52.5886782877,-9.8583080569
Inver,Kilcommon,Cnoc na Lobhar,54.249860534,-9.8677674886
Freaghillanluggagh,Burrishoole,Newport East,53.8766212945,-9.6291077285
Cloonamanagh,Kilgeever,Owennadornaun,53.6655348355,-9.8745144254
Derryadd West,Moyrus,Bencorr,53.4422307019,-9.8533503567
Rosroe,Ballynakill,Cushkillary,53.6181516309,-9.856003923
Uggool,Kilgeever,Bundorragha,53.6349881429,-9.8608667513
Glandahalin East,Ballyheige,Kerryhead,52.4203540686,-9.8639402981
Derrymihin East,Killaconenagh,Killaconenagh,51.6724574568,-9.8702113319
Ardrahan,Killahan,Tubrid,52.35187069,-9.7464271594
Oolagh West,Knockane,Maum,52.0419627673,-9.8575146249
Leitir MeallÃ¡in,Kilcummin,Gorumna,53.2375952288,-9.7341496188
Garraundarragh,Currans,Kilfelim,52.2124106518,-9.5734769486
Garrane,Knockane,Cloon,51.9660246945,-9.8641775214
Tullig Beg,Killorglin,Killorglin,52.0992016822,-9.8548333004
Lyranes Lower,Knockane,Curraghbeg,52.0095903279,-9.8647909617
Annagh Island,Kilcommon,Ballycroy South,53.9825171224,-9.8629784561
Fenit Without,Fenit,Ballynahaglish,52.2789822601,-9.8641788617
Cloghera More,Knockane,Loughbrin,51.943024494,-9.8580399012
Ard East,Moyrus,Knockboy,53.319423597,-9.8687780697
Lyranes Upper,Knockane,Curraghbeg,51.9998720203,-9.8623421858
Glassillan,Kilcommon,Ballycroy South,53.9949958047,-9.8697810251
Ardeen,Kilcrohane,Sneem,51.8725452164,-9.8611568885
Teeronaun,Templemaley,Templemaley,52.8931552579,-9.0010349035
Dromalught,Galey,Ballyegan,52.459168126,-9.5778782063
Mweenish Island,Moyrus,Knockboy,53.3018336327,-9.852650861
Kid Island,Kilcommon,Knockadaff,54.3269348617,-9.8650276913
Curragh Beg,Knockane,Curraghbeg,51.989785263,-9.8620597388
Gortagreenane,Killorglin,Maum,52.0409546916,-9.8014927918
Corrymailley,Kilgeever,Aillemore,53.6879853813,-9.8629200446
Rock Island,Ãrainn,Ãrainn,53.1482308806,-9.8578496722
Kilgalligan,Kilcommon,Knockadaff,54.3131439711,-9.8468232048
Graghil,Kilcommon,Cnoc na Lobhar,54.2663365907,-9.8600842854
Boheeskil,Knockane,Curraghbeg,51.9803747859,-9.8591946796
Castleshannon,Ballyheige,Ballyheige,52.4257270002,-9.8024143047
Ballard,Killaconenagh,Curryglass,51.6643566847,-9.8650719033
Knocknagarhoon,Moyarta,Tullig,52.63194731,-9.7490036675
Lettery,Moyrus,Bencorr,53.4764546884,-9.8483126817
Cuilleen,Moyrus,Knockboy,53.3361662669,-9.8533671109
Felane East,Killaconenagh,Curryglass,51.6588979372,-9.8447988073
Ballyarkane Eighter,Kilgarrylander,Lack,52.1698212212,-9.8601166033
Duck Island,Moyrus,Knockboy,53.279726728,-9.8472316461
Ballingowan,Lisselton,Urlee,52.5014926426,-9.5853613165
Letternadarriv,Kilcrohane,Tahilla,51.8630475071,-9.8525460787
Brannock Island South,Ãrainn,Ãrainn,53.1418440771,-9.8481552161
Sheelane Island,Kilcaskan,Adrigole,51.6900036314,-9.591198149
Coomyanna,Kilcrohane,Sneem,51.9034374457,-9.8549201036
Cloonbeg,Moyrus,Bencorr,53.4542185552,-9.8522570754
Barrow,Ardfert,Ballynahaglish,52.3051826988,-9.8421860777
Lecknavarna,Ballynakill,Cushkillary,53.576881471,-9.830693357
Kealariddig,Kilcrohane,Sneem,51.8873132716,-9.8501289995
Corrydavit,Kilgeever,Aillemore,53.6981570044,-9.8536241472
Curraflugh,Knockane,Curraghbeg,52.0281286837,-9.8617652179
Tawlaght,Ballynahaglish,Ballynahaglish,52.2862797543,-9.8480433957
Ballard Commons,Killaconenagh,Curryglass,51.6824371599,-9.8563702848
Derrynablunnaga,Knockane,Muckross,51.9662595008,-9.6035910578
Felane West,Killaconenagh,Curryglass,51.6603279607,-9.858920064
Moybella South,Lisselton,Ballyconry,52.4827518205,-9.5926086953
Ballyarkane Oughter,Kilgarrylander,Lack,52.1785508705,-9.8539688053
Drommartin,Rattoo,Drommartin,52.427362594,-9.6928592298
Pollagarraun,Kilcommon,Muings,54.2090371586,-9.8539901672
Samphire Island,Fenit,Ballynahaglish,52.2702410597,-9.8625105319
Tonregee East,Achill,Corraun Achill,53.9505837241,-9.8502379126
Lackeen,Templenoe,Dromore,51.8596778919,-9.7361834717
Shanacashel,Knockane,Curraghbeg,52.0136536505,-9.844612516
Lettercaumus,Moyrus,Moyrus,53.4170859613,-9.8431513591
Doonamontane,Ballyheige,Ballyheige,52.4050261332,-9.8552047583
Crinnish,Kilcommon,Muings,54.1965580509,-9.8464655416
Salrock,Ballynakill,Cushkillary,53.6051693718,-9.8539070602
Canower,Moyrus,Moyrus,53.4038800796,-9.8518555006
Curragraigue,Annagh,Blennerville,52.2318754899,-9.7344465496
Brackloon,Kilcrohane,Tahilla,51.8446355679,-9.8456940908
Kilcloher,Kilballyowen,Rahona,52.5735039966,-9.8102637622
Ahane,Knockane,Curraghbeg,52.028035003,-9.8510208582
Rossdohan,Kilcrohane,Tahilla,51.8146635632,-9.8457652477
Ankail,Kilcrohane,Tahilla,51.8326674247,-9.8460830844
Ballymacelligott,Ballymacelligott,Arabela,52.2486015995,-9.6014608154
Maulnagower,Templenoe,Dromore,51.8950251083,-9.7242439063
Cloghera Beg,Knockane,Cloon,51.9453819546,-9.8409204069
Collorus,Tuosist,Glanmore,51.7678982688,-9.844437718
Leaheen,Kilfearagh,St. Martin's,52.6530240443,-9.5771690113
Gortmaloon West,Knockane,Curraghbeg,51.9947768592,-9.843938405
Cuhig,Tuosist,Glanmore,51.7440099459,-9.8411313135
Dooncarton,Kilcommon,Cnoc na Lobhar,54.2751827689,-9.8322646278
Derry,Kilgeever,Bundorragha,53.6283656119,-9.8405493677
Dooghbeg,Burrishoole,Corraun Achill,53.8880170904,-9.8304382114
Coolownig,Tuosist,Glanmore,51.7549575608,-9.8448775894
Gortbrack North,Kilcommon,Cnoc na Lobhar,54.2565685792,-9.8368518038
Fauleens,Kilcommon,Muings,54.173632447,-9.8437019351
Corryaughany,Kilgeever,Aillemore,53.6850829077,-9.8472695348
Derrymore West,Annagh,Baurtregaum,52.2328872836,-9.8426913009
Gortaleen-mountain,Kilgarrylander,Kilgarrylander,52.1869807216,-9.8453090895
Letterdeskert,Moyrus,Knockboy,53.3270755608,-9.8459275099
Felane Middle,Killaconenagh,Curryglass,51.6627646073,-9.8520376811
Keeas,Knockane,Curraghbeg,51.9766655975,-9.8448674424
Farranastack,Lisselton,Lisselton,52.5144184147,-9.5724343901
Derrysillagh,Moyrus,Moyrus,53.4228979404,-9.8444676174
Shonahiree More,Knockane,Cloon,51.9566821953,-9.8354921908
Ballydwyer Middle,Ballymacelligott,Arabela,52.2583198409,-9.5827749517
Glannagilliagh,Killorglin,Caragh,52.0719437052,-9.8374432614
Tiershanaghan,Ballyheige,Ballyheige,52.4241298887,-9.8428817253
Tawnaghbaun,Moyrus,Moyrus,53.4101949502,-9.843494685
Coomlumminy,Templenoe,Loughbrin,51.9243417298,-9.8289824277
Cooryeen,Tuosist,Dawros,51.8162037042,-9.6695852863
Carrowmore,Kilgeever,Louisburgh,53.7617544931,-9.8347070678
Glinsk,Moyrus,Knockboy,53.3676547135,-9.8336516184
Rangue,Killorglin,Killorglin,52.0877805011,-9.8108505488
Derrygarve More,Kilgeever,Aillemore,53.7059196089,-9.8407602134
Ballymacaquim Upper,Ardfert,Banna,52.3661846139,-9.8111875479
Ballyheige,Ballyheige,Ballyheige,52.3940944248,-9.8377426228
Knockane,Ballyheige,Ballyheige,52.4038569218,-9.8450569061
Boolbensharn,Ballyheige,Ballyheige,52.4077399611,-9.822701278
Clogher,Kilcatherine,Kilcatherine,51.706859943,-9.8365216717
Douglas,Killorglin,Killorglin,52.1188333468,-9.8391534286
Gortaleen,Kilgarrylander,Kilgarrylander,52.1629598774,-9.8378520781
Bogare,Kilcrohane,Sneem,51.880381357,-9.8357202914
Tooreen,Kilcrohane,Sheepshead,51.5453047985,-9.8342715189
Carrahane Lower,Ardfert,Banna,52.327752036,-9.8305352627
Oolagh East,Knockane,Maum,52.0492450672,-9.8321514445
Shanavallyleigh,Killaconenagh,Curryglass,51.6680189379,-9.8478584378
Inishtroghen-more,Moyrus,Knockboy,53.3152390764,-9.8486734986
Derreennagreer,Kilcrohane,Loughbrin,51.9103724164,-9.8389053315
Gortnabinny,Kilcaskan,Banawn,51.8175051677,-9.5725645202
Tahilla,Kilcrohane,Tahilla,51.825592075,-9.83664754
Srahanarry,Kilcommon,Bangor,54.1453986432,-9.729396099
Boolananave,Kilcrohane,Sneem,51.8590447059,-9.8381550415
Knockboy,Moyrus,Knockboy,53.3496985343,-9.8324979048
Tullig More,Killorglin,Killorglin,52.1023377483,-9.8323603427
Kildun,Kilcommon,Ballycroy South,53.9879513543,-9.8415347512
Tooreen Beg,Killaconenagh,Curryglass,51.6836965573,-9.8429462149
Ballynahoulort,Tralee,Tralee Rural,52.2900999989,-9.7161655879
Rahoneen,Ardfert,Banna,52.3196020914,-9.8141508983
Cloghaunsavaun,Kilballyowen,Kilballyowen,52.5867001475,-9.8349842511
Foher,Ballynakill,Cushkillary,53.6056047644,-9.8330733681
Knocknacaska,O'Dorney,Abbeydorney,52.3348276306,-9.6465552373
Letterettrin,Ballynakill,Cushkillary,53.5949077792,-9.8305092261
Ederglen,Kilcommon,Muings,54.1886815634,-9.8243400601
Muingaphuca,Killorglin,Caragh,52.0845892534,-9.8328178075
Derrymore East,Annagh,Baurtregaum,52.2236946501,-9.8222320367
Churchfield,Oughaval,Westport Rural,53.780960879,-9.5619149582
Gortagenerick,Killaconenagh,Curryglass,51.672717192,-9.8445176208
Srahataggle South,Kilcommon,Muings,54.1645389055,-9.8305136766
Cuillaloughaun,Achill,Corraun Achill,53.9108410292,-9.822115902
Shanacoumha,Killaconenagh,Curryglass,51.6645054194,-9.8437821608
Glenlea,Ballyheige,Ballyheige,52.4176281253,-9.8335124064
Deer Park,Killarney,Killarney Rural,52.0723431224,-9.4947352163
Cloonaghlin Upper,Killaconenagh,Bear,51.6265318728,-9.8367496505
Brannock Island Middle,Ãrainn,Ãrainn,53.1410369408,-9.8433519835
Gortrelig,Knockane,Maum,52.0290940886,-9.8385131435
Tawlaght,Ardfert,Ballynahaglish,52.2804837592,-9.8393350636
Cloonaghlin West,Killaconenagh,Bear,51.6251575073,-9.8287443867
Shronebirrane,Tuosist,Glanmore,51.7378772537,-9.8136177064
Rusheennacholla,Moyrus,Knockboy,53.3096732752,-9.8373970089
Shanganagh,Moyarta,Querrin,52.6355832073,-9.5812636367
Heath Island,Achill,Corraun Achill,53.960426853,-9.8430322511
Carrigmanus,Kilmoe,Crookhaven,51.4760041648,-9.7918920847
Cappaghavuckee,Killaconenagh,Curryglass,51.6613904574,-9.8356939945
Gortnmaloon East,Knockane,Curraghbeg,52.0048903009,-9.8263276978
Eskine,Kilcrohane,Sneem,51.8977634402,-9.8272144571
Derrynabrack,Tuosist,Dawros,51.8219083295,-9.7138649823
Derrygarve Beg,Kilgeever,Aillemore,53.696952969,-9.831675848
Srahnamanragh,Kilcommon,Ballycroy North,54.0692809366,-9.8183231823
Eskadawer,Tuosist,Glanmore,51.7623549179,-9.8265931698
Glanmakee,Knockane,Curraghbeg,51.9766726577,-9.8229675986
Ballinprior,Ardfert,Banna,52.3609747812,-9.8278413993
Bawnboy,Clogherbrien,Clogherbrien,52.2944357768,-9.7300237642
Coomlettra,Knockane,Maum,52.0232992418,-9.829748086
Ardfert,Ardfert,Tubrid,52.3289635473,-9.7729599198
Fybagh,Kilgarrylander,Kilgarrylander,52.1819886958,-9.830286305
Carna,Moyrus,Knockboy,53.3269393013,-9.8221585597
Knockeen,Kilgeever,Kilgeever,53.7177828121,-9.8304843461
Dunlough,Kilmoe,Crookhaven,51.4832671385,-9.8229044069
Faulagh,Kilcommon,Cnoc na Lobhar,54.2307013585,-9.8114907769
Gortagowan,Kilcrohane,Tahilla,51.8520374635,-9.8136254195
Glanmore,Tuosist,Glanmore,51.7052657639,-9.8058365375
Feeard,Kilballyowen,Kilballyowen,52.5909302979,-9.8207350473
Kilmoyly South,Kilmoyly,Ballynorig,52.3712511628,-9.7700509112
Dromroe,Rattoo,Causeway,52.4143900317,-9.6898644007
Ballinafad,Moyrus,Bencorr,53.4556200576,-9.819588334
Garrane West,Killorglin,Killorglin,52.114888719,-9.8280226248
Cloonisle,Moyrus,Moyrus,53.4369630111,-9.8225238357
Glencoaghan,Moyrus,Bencorr,53.4898058478,-9.8037604371
Ballyea,Ballynahaglish,Ballynahaglish,52.2945430349,-9.8305538645
Drumanaffrin,Kilcommon,Goolamore,54.1528560125,-9.8133017547
Drumgollagh,Kilcommon,Ballycroy South,53.9809177958,-9.8241102312
Banna Mountain,Kilmoyly,Banna,52.3405906874,-9.8206636846
Commons,Kilmoyly,Banna,52.3489037785,-9.8305858164
Knocknalower,Kilcommon,Cnoc na Lobhar,54.2429884097,-9.8172706498
Shonahiree Beg,Knockane,Cloon,51.9564134426,-9.8200424749
Kilfenora,Ardfert,Ballynahaglish,52.2792892626,-9.8307938133
Cloonaghlin Lower,Killaconenagh,Bear,51.63098304,-9.8277564574
Coss,Knockane,Curraghbeg,51.9913685238,-9.8247534452
Derreennawinshin,Kilgeever,Bundorragha,53.6218172795,-9.8213823352
Aghabeg Middle,Kiltomy,Kiltomy,52.4054423682,-9.6828954687
Knockacullin,Killaconenagh,Curryglass,51.6685573481,-9.8297240129
Tober,Kilgarrylander,Kilgarrylander,52.1672768926,-9.788492177
Letterfinish,Kilcrohane,Sneem,51.8659830254,-9.8251488819
Castleconway,Killorglin,Killorglin,52.1103549899,-9.7867742262
Ballina,Kilcommon,Goolamore,54.1308852402,-9.812861758
Brannock Island East,Ãrainn,Ãrainn,53.1385572926,-9.8320499674
Goolamore,Kilcommon,Goolamore,54.1342450049,-9.8243897261
Scrahallia,Moyrus,Moyrus,53.4254553808,-9.8199420517
Curragh,Killaconenagh,Curryglass,51.6684777263,-9.7857895193
Tooreenacoona,Ballynakill,Cushkillary,53.5565223814,-9.7670546788
Shanakeal,Kilgarrylander,Kilgarrylander,52.1839144509,-9.8185010903
Ballymacquin Lower,Ardfert,Banna,52.3747734329,-9.8163185483
Srahwee,Kilgeever,Kilgeever,53.7094905407,-9.821710402
Heirhill,Ballyheige,Ballyheige,52.4199994055,-9.8173469903
Derreens,Kilcommon,Muings,54.1987262087,-9.8167456283
Lue Island,Moyrus,Bencorr,53.4980616329,-9.7391581371
Dromdarragh,Knockane,Cloon,51.9685980707,-9.8147088597
Cullinagh,Aghadoe,Muckross,52.0265478492,-9.5760005189
Glenconnelly,Kilgeever,Bundorragha,53.6349458547,-9.8075224661
Ballymakegoge,Ballynahaglish,Ballynahaglish,52.2788336806,-9.8097410339
Banna West,Kilmoyly,Banna,52.354718684,-9.8182684023
Carrowteige,Kilcommon,Knockadaff,54.3065196838,-9.8157061561
Illaungorm North,Moyrus,Owengowla,53.3949017846,-9.8260501147
Goulnacappy and Coornagrena,Killorglin,Maum,52.0304617829,-9.8176427343
Lissodeige,Ballynahaglish,Ballynahaglish,52.2978206087,-9.8172119229
Kilgulbin East,O'Dorney,Tubrid,52.3469983503,-9.7212497409
Onaght,Ãrainn,Ãrainn,53.1416889406,-9.7945657414
Curryglass,Killaconenagh,Curryglass,51.6636630077,-9.8220183571
Tooreennahone,Templenoe,Loughbrin,51.9102152251,-9.8171348875
Rathmorgan,Kilcommon,Muings,54.1777437544,-9.8094767789
Cloghaneleesh,Ballyheige,Ballyheige,52.4305568716,-9.8196240153
Carnhill,Kilcommon,Cnoc na Lobhar,54.2614538548,-9.8141070965
Gortfadda,Kilcrohane,Sneem,51.8887703612,-9.8122566627
Knockeanagh,Ardfert,Banna,52.3115450192,-9.8103679508
Bunmore West,Kilcommon,Ballycroy North,54.0480401173,-9.7971529829
Muingnanarnad,Kilcommon,Bangor,54.0997820595,-9.8059408016
Ballyroon Mountain,Kilcrohane,Sheepshead,51.5529781144,-9.8118594519
Inishmuskerry,Moyrus,Skannive,53.2744723351,-9.8256584907
Callacoon,Kilgeever,Emlagh,53.7518318127,-9.8061712928
Rathpoge West,Kilcolman,Milltown,52.1546842986,-9.7313550892
Rusheenyvulligan,Moyrus,Knockboy,53.3125169197,-9.8217264674
Balla,Kilgeever,Louisburgh,53.7690288236,-9.8182484556
Lettermoneel,Kilcrohane,Sneem,51.8806307652,-9.8193362479
Ballyspillane,Killarney,Killarney Rural,52.0607203165,-9.4743343013
Caher,Kilgeever,Louisburgh,53.7588179377,-9.816293012
Illauncosheen,Kilcummin,Gorumna,53.25662262,-9.7370245298
Laharan,Killorglin,Killorglin,52.1037095267,-9.8101700022
Barnacuillew,Kilcommon,Cnoc na Lobhar,54.271635435,-9.8132441951
Maghancoosaun,Killorglin,Maum,52.0201748112,-9.8086380353
Gortnagark,Tullylease,Tullylease,52.3193018391,-8.9440671588
Curraduff,Killaconenagh,Curryglass,51.6728130154,-9.8211611961
Ballymacaquim West,Killahan,Killahan,52.3767225883,-9.727994787
Garterhill,Kilcommon,Knockadaff,54.309881212,-9.7909191267
Doonreaghan,Moyrus,Moyrus,53.4214898595,-9.8149522195
Glebe,Ballynahaglish,Ballynahaglish,52.2889578383,-9.8228885955
Loughaunacreen,Tuosist,Ardea,51.7838464068,-9.8156079393
Kill,Ardfert,Banna,52.3697035907,-9.8218007582
Dooletter West,Moyrus,Skannive,53.3459661664,-9.8128638565
Illaungorm South,Moyrus,Owengowla,53.3914169311,-9.8207511333
Derreennamucklagh,Kilcrohane,Tahilla,51.8363032856,-9.8032840699
Bunowen,Ballynakill,Cushkillary,53.5892742481,-9.7998275059
Derrynablaha,Templenoe,Loughbrin,51.9365555247,-9.8043806526
Curraunboy,Kilcommon,Knockadaff,54.3007697619,-9.7688781468
Coomnafanida,Killorglin,Caragh,52.0690635324,-9.8161428737
Dromgower,Ballyheige,Ballyheige,52.39537693,-9.8143749668
Rerrin,Killaconenagh,Bear,51.6379938236,-9.8104417703
Ballyieragh,Kilcrohane,Sheepshead,51.5513899571,-9.7914184349
Mounthawk,Tralee,Tralee Rural,52.2825580645,-9.7195223795
Lehanagh South,Moyrus,Moyrus,53.4096577554,-9.7931116808
Scrahane,Killarney,Killarney Urban,52.0513770864,-9.5103574919
Finish Island,Moyrus,Skannive,53.2957044161,-9.8126818349
Callancruck,Moyrus,Skannive,53.3705113917,-9.8072768942
Moynish More,Burrishoole,Newport West,53.8871165068,-9.726935771
Ballygararran,Ballynahaglish,Ballynahaglish,52.2854388668,-9.7954565376
Cloghane,Kilmoe,Crookhaven,51.4553715586,-9.8064923334
Banna South,Kilmoyly,Banna,52.3494659591,-9.8118457057
Gortagoulane,Killaconenagh,Curryglass,51.6675353442,-9.8177319699
Tragalee,Tuosist,Ardea,51.7904236401,-9.8087632589
Deelis,Tuosist,Glanmore,51.7321714204,-9.8012497309
Croghnut,Moyrus,Owengowla,53.3916602303,-9.8129343179
Cashelkeelty,Tuosist,Glanmore,51.7564225134,-9.810366716
Roscullen Island,Kilgarrylander,Kilgarrylander,52.157908292,-9.8156577638
Gortloughra,Killorglin,Kilgobnet,52.0528787224,-9.8062092768
Thornhill,Killaconenagh,Curryglass,51.659971398,-9.8120782452
Coornameana,Killorglin,Maum,52.0144996775,-9.810209702
Park,Killaconenagh,Curryglass,51.6710487994,-9.8095232074
Rossnahowgarry,Killarney,Muckross,52.0101854719,-9.5048793743
Caher,Kilmoe,Crookhaven,51.4671924983,-9.8031814082
Quilty,Kilballyowen,Kilballyowen,52.5923656351,-9.8083383727
Bunowen,Kilgeever,Louisburgh,53.7704296269,-9.8077028867
Mitchelstown,Iveruss,Iveruss,52.6369519922,-8.9643611534
Dromlusk,Kilcrohane,Tahilla,51.8812468986,-9.7867101525
Cloghanbane,Ballyheige,Ballyheige,52.4345018828,-9.8104807378
Cregganbaun,Kilgeever,Kilgeever,53.7059530134,-9.8064068144
Gortacloghane,Templenoe,Loughbrin,51.905087543,-9.8056948933
Dooletter East,Moyrus,Skannive,53.3435409471,-9.7992400722
Knocknaboola,Killorglin,Kilgobnet,52.0786845645,-9.7982636637
Shanahill,Kilgarrylander,Kilgarrylander,52.1839332091,-9.8056516506
Knockenagh North,Galey,Gunsborough,52.4952067678,-9.5248489581
Athry,Moyrus,Moyrus,53.4515210642,-9.7888616582
Uragh,Tuosist,Ardea,51.8033760531,-9.696496158
Dromteewakeen,Knockane,Loughbrin,51.9578761826,-9.797370027
Kilcredaun,Moyarta,Rahona,52.5844460253,-9.7081825448
Toor,Kilmoe,Crookhaven,51.490112959,-9.8047899048
Inishkeel,Burrishoole,Newport West,53.8948797216,-9.7075280772
Oughtminnee,Kilmoe,Crookhaven,51.4803747883,-9.810059458
Derrynafeana,Killorglin,Curraghbeg,51.9922877829,-9.7916455975
Ardaragh West,Killaconenagh,Bear,51.6332500878,-9.8057022183
Knockroe,Ardfert,Banna,52.3774082923,-9.8102874389
Clooncarrabaun,Kilgeever,Louisburgh,53.7647393549,-9.8063674999
Glencrees,Moyrus,Moyrus,53.4372424306,-9.8055411799
Eskraha,Kilcrohane,Sheepshead,51.5631944987,-9.7961257796
Caherulla,Ballyheige,Ballyheige,52.4107723254,-9.8015259252
Derreennanalbanagh,Kilgeever,Bundorragha,53.6155338627,-9.8002079238
Curragraigue,Kilcaskan,Banawn,51.8278382658,-9.5049514874
Banna East,Kilmoyly,Banna,52.356778832,-9.8023258471
Brandonwell,Ardfert,Tubrid,52.3283970409,-9.7977522575
Ardagannive,Killaconenagh,Curryglass,51.6614501045,-9.8030066139
Creggannagappul,Kilgeever,Kilgeever,53.7126648552,-9.8065450217
Derryheeagh,Kilgeever,Kilgeever,53.6983422246,-9.7976070585
Illaunacroghnut,Moyrus,Owengowla,53.3974721397,-9.8078726416
Glencullin,Kilgeever,Bundorragha,53.6538239479,-9.7866501378
Listrim,Ballynahaglish,Ballynahaglish,52.2985157385,-9.8012578969
Reen,Killorglin,Killorglin,52.1207664684,-9.8019753052
Kilteany,Kilcommon,Goolamore,54.1463964458,-9.7974994313
Srahrevagh,Kilgeever,Emlagh,53.7400248757,-9.798567154
Cashel,Moyrus,Moyrus,53.4280841115,-9.7932370232
Castleshannon,Killury,Killury,52.4340789389,-9.7954008778
Kilmakilloge,Tuosist,Ardea,51.7838466005,-9.7917944797
Cappanacush East,Templenoe,Dromore,51.8772802816,-9.6954218997
Derrylahan,Kilgeever,Louisburgh,53.7752321922,-9.8024043936
Derryrush,Tuosist,Ardea,51.7873398642,-9.7996132978
Oughterard,Kilballyowen,Kilballyowen,52.5949230212,-9.7993569964
Clogher,Kiltomy,Lixnaw,52.4104179103,-9.6249619275
Ballinvoher,Ardfert,Ballynorig,52.3611430418,-9.7975071575
Gortmore,Kilcommon,Goolamore,54.1701078011,-9.7943014703
Rossanean,Molahiffe,Molahiffe,52.1528728805,-9.5219704234
Gortbrack,Templenoe,Loughbrin,51.8951673124,-9.7950104574
Cloghaun,Baile ChlÃ¡ir,Liscananaun,53.3751486272,-8.9422541019
Caherfealane,Kilgarrylander,Kilgarrylander,52.1908841202,-9.7933580901
Dromgare,Killaconenagh,Curryglass,51.6708826245,-9.8016279062
Carrigacurriheen,Kilmoe,Crookhaven,51.4810946345,-9.7970480076
